"names","node","preds_indRev","preds_outRev","preds_inRev","preds_subRev"
"wldoi",1662,NA,NA,NA,NA
"lhyrc",1663,NA,NA,NA,NA
"pgqvt",1664,NA,NA,NA,NA
"zrrzq",1665,NA,NA,NA,NA
"uihaf",1666,694.7600904146,123.327258499782,63.1663159218144,661.322356473388
"vxqgc",1667,NA,NA,NA,NA
"zlols",1668,252.406467937609,472.369390554767,478.010674198768,1398.21059029049
"keuoh",1669,NA,NA,NA,NA
"tvjoa",1670,640.88160678148,1365.4576350496,1675.2060916111,3579.60029700363
"mrksq",1671,NA,NA,NA,NA
"wzfxd",1672,NA,NA,NA,NA
"toheg",1673,629.098590547444,816.888223762414,922.962024814175,2346.17508994528
"yeret",1674,NA,NA,NA,NA
"dlpzi",1675,179.627054214189,108.171065264291,83.2427037500206,247.301821367967
"dbkjb",1676,NA,NA,NA,NA
"ztanw",1677,NA,NA,NA,NA
"cwnan",1678,NA,NA,NA,NA
"kpiuk",1679,281.556321546453,275.187720337936,261.70641445225,581.988897667195
"okbcj",1680,NA,NA,NA,NA
"gpuus",1681,NA,NA,NA,NA
"gpwlm",1682,NA,NA,NA,NA
"ujuni",1683,NA,NA,NA,NA
"zdijs",1684,NA,NA,NA,NA
"qvuem",1685,249.832616339077,273.781973697378,264.599238203767,426.381876497555
"pjrhw",1686,NA,NA,NA,NA
"raobi",1687,NA,NA,NA,NA
"mysba",1688,NA,NA,NA,NA
"szsxq",1689,245.221632216177,268.850651703641,258.85844047458,404.098408186776
"sapoe",1690,NA,NA,NA,NA
"aehor",1691,NA,NA,NA,NA
"mkjrg",1692,NA,NA,NA,NA
"nhxda",1693,NA,NA,NA,NA
"kfhdt",1694,217.153452892974,178.120042362269,155.381954991608,359.790860345509
"rpwfa",1695,786.758104603205,1851.14453232882,2629.68853139778,3836.36560277154
"qzxms",1696,1646.561159734,1594.73858465155,1311.27173009542,11117.3767804089
"gtmfj",1697,NA,NA,NA,NA
"tsoym",1698,409.970217199323,418.716549029715,418.522297274039,1101.43905469058
"yxlnu",1699,NA,NA,NA,NA
"lfppw",1700,733.326547700935,3257.61062593054,5197.05819610874,15871.8624418855
"jtpea",1701,319.477476765472,800.847899696456,894.203144347251,2345.60606820131
"qkvxh",1702,NA,NA,NA,NA
"lemnj",1703,1856.35508450849,3551.6860042766,4220.43415215829,26975.712004768
"mqrbc",1704,NA,NA,NA,NA
"qkvkd",1705,NA,NA,NA,NA
"zwygk",1706,NA,NA,NA,NA
"xpzll",1707,410.882219729343,423.113903638028,424.281613290996,1108.82228830063
"nnaew",1708,NA,NA,NA,NA
"hehyz",1709,359.491274982403,393.175043605061,398.274008026766,908.216945925177
"wabke",1710,NA,NA,NA,NA
"hadma",1711,NA,NA,NA,NA
"pjusx",1712,410.882219729134,531.985544189882,578.615282966488,1171.14001607545
"ftoex",1713,NA,NA,NA,NA
"mwpdq",1714,305.268293347653,328.932989627627,325.904735008146,674.993959641715
"azkis",1715,NA,NA,NA,NA
"cytou",1716,NA,NA,NA,NA
"wguxt",1717,NA,NA,NA,NA
"bfhbf",1718,NA,NA,NA,NA
"vjpvb",1719,NA,NA,NA,NA
"wrnkf",1720,550.638848146137,1439.67852536304,1732.76610516023,7056.9130968613
"drdij",1721,NA,NA,NA,NA
"unhrh",1722,NA,NA,NA,NA
"soojb",1723,NA,NA,NA,NA
"oioze",1724,NA,NA,NA,NA
"xenkt",1725,NA,NA,NA,NA
"qiwdj",1726,NA,NA,NA,NA
"ujsxg",1727,NA,NA,NA,NA
"waavk",1728,NA,NA,NA,NA
"enbkm",1729,NA,NA,NA,NA
"yccvq",1730,409.20222403892,387.690562391871,376.729848909655,1063.34548732807
"rhpvt",1731,NA,NA,NA,NA
"eawfv",1732,NA,NA,NA,NA
"xljia",1733,NA,NA,NA,NA
"kadkr",1734,NA,NA,NA,NA
"kdysn",1735,NA,NA,NA,NA
"iibik",1736,NA,NA,NA,NA
"xybld",1737,NA,NA,NA,NA
"hxoys",1738,NA,NA,NA,NA
"poeip",1739,530.840504712824,1027.0042307002,1300.7450461735,1722.03513089924
"ombgs",1740,NA,NA,NA,NA
"isyba",1741,NA,NA,NA,NA
"pgndf",1742,NA,NA,NA,NA
"jbcgy",1743,141.79979145285,64.6855787371775,44.0997296447369,154.236783642061
"scgtb",1744,NA,NA,NA,NA
"rxzdk",1745,NA,NA,NA,NA
"sludd",1746,NA,NA,NA,NA
"khgli",1747,NA,NA,NA,NA
"krqwg",1748,NA,NA,NA,NA
"tybwt",1749,NA,NA,NA,NA
"kwxki",1750,NA,NA,NA,NA
"pmhzw",1751,NA,NA,NA,NA
"wlzyp",1752,NA,NA,NA,NA
"grlhd",1753,NA,NA,NA,NA
"dadrd",1754,324.717587895045,335.786515991603,330.315696079643,754.802084043591
"zsthn",1755,NA,NA,NA,NA
"koptz",1756,NA,NA,NA,NA
"fsjqr",1757,470.958056354345,662.214755256255,591.596270025894,2703.04812362546
"dzuef",1758,NA,NA,NA,NA
"adhin",1759,NA,NA,NA,NA
"gocex",1760,NA,NA,NA,NA
"wljnu",1761,574.065797251493,1497.23807259201,1798.09845884678,8174.12598690185
"ppncg",1762,NA,NA,NA,NA
"njurq",1763,NA,NA,NA,NA
"siwrk",1764,NA,NA,NA,NA
"mfeeh",1765,NA,NA,NA,NA
"pccgc",1766,NA,NA,NA,NA
"skyld",1767,NA,NA,NA,NA
"cbggn",1768,NA,NA,NA,NA
"nhpcs",1769,NA,NA,NA,NA
"acuvz",1770,NA,NA,NA,NA
"rvgre",1771,NA,NA,NA,NA
"khksq",1772,337.532748235755,499.230504467231,543.135457240565,647.289078803847
"ksftw",1773,448.532346138755,1367.60947977988,1764.32721588336,6885.33446294013
"ldcln",1774,NA,NA,NA,NA
"fxogu",1775,432.011420500878,709.94348236597,833.6887556079,1186.57003734547
"htvvg",1776,NA,NA,NA,NA
"bftks",1777,NA,NA,NA,NA
"dtspe",1778,NA,NA,NA,NA
"zovib",1779,NA,NA,NA,NA
"gypku",1780,305.657954635573,333.257635730515,331.487554368376,675.747773133959
"lzstu",1781,NA,NA,NA,NA
"abkmb",1782,420.994291738351,448.968329202575,456.953912743821,1167.34563060212
"qstbn",1783,NA,NA,NA,NA
"zgmue",1784,NA,NA,NA,NA
"tbolj",1785,NA,NA,NA,NA
"bwjbi",1786,NA,NA,NA,NA
"jftyv",1787,NA,NA,NA,NA
"iunkd",1788,NA,NA,NA,NA
"kdixb",1789,NA,NA,NA,NA
"prvto",1790,NA,NA,NA,NA
"lvpbd",1791,629.098590547123,1191.31721968969,1538.88396344846,2567.38691475481
"kvpge",1792,NA,NA,NA,NA
"cbmvu",1793,420.994291738136,548.480577450519,599.343493438753,1224.50920788749
"sbwpd",1794,NA,NA,NA,NA
"ednfb",1795,NA,NA,NA,NA
"lkrgc",1796,725.417935419527,979.47375648474,1134.81485720406,2952.98173971242
"cqtlp",1797,NA,NA,NA,NA
"apbsu",1798,NA,NA,NA,NA
"lvmyu",1799,NA,NA,NA,NA
"poaxy",1800,NA,NA,NA,NA
"bokpy",1801,NA,NA,NA,NA
"nvfbz",1802,420.539428532624,475.000710669111,430.008705801041,2825.98526480317
"vhsvj",1803,530.840504712553,417.911544043159,384.694742263235,1389.29195367169
"ooppb",1804,NA,NA,NA,NA
"bntos",1805,361.46318947374,458.591293485513,488.26459481869,917.614658762691
"ddbju",1806,413.818655268124,405.235537614056,399.034328341146,1097.73829258014
"wqcsf",1807,248.84058794434,187.927322546021,161.410640266826,449.239925506425
"fmslg",1808,725.417935419156,1587.46642626151,2183.05944796404,3313.90395876916
"zoild",1809,NA,NA,NA,NA
"femhc",1810,414.852731949775,442.804626377531,450.287608756347,1141.07594147554
"jihov",1811,NA,NA,NA,NA
"jidvl",1812,NA,NA,NA,NA
"dzouk",1813,1127.96103032401,15583.628637636,4864.89193641012,308916.607762049
"shhzj",1814,1007.82174635474,17329.8239034028,4002.72941973178,198798.093140961
"krkes",1815,2096.67405308803,10281.6135419739,3084.92650064501,61352.4642321539
"wxujz",1816,1275.71391116868,21858.001946008,4955.62304266794,220071.504044083
"vhpih",1817,672.341920684757,971.440038078473,603.819534870828,7119.50950770435
"ltlnm",1818,1054.30667006911,7450.58414271729,2304.6659725971,26085.0928544698
"wdpfx",1819,1079.49423258849,8172.6842055862,2470.79057584258,22169.5438484698
"lysff",1820,1082.38701333069,6902.33607684621,2272.67103198959,27047.2354256327
"kzlwu",1821,NA,NA,NA,NA
"qxywf",1822,1348.16641706907,3382.03653493973,1153.76324791545,11314.7358455804
"zmlpz",1823,903.528402818326,8473.56533015669,4149.75728204727,221728.986945793
"eqgph",1824,908.669503738263,3234.78328196881,1053.94564761752,9804.713826143
"bvamn",1825,901.240068129745,3234.73381089023,1167.40105624274,14738.507913472
"ytxqg",1826,2006.33743374694,9042.5082137409,2503.99730852922,15837.5443120439
"rrbca",1827,1438.39319712245,6573.48194988016,1738.29779436017,8072.81213636235
"mshfv",1828,1244.83760442708,6791.51383127416,1375.01827603043,14094.6415493054
"sfioy",1829,803.818422460899,2509.60156406432,1114.02514342576,6630.54747445376
"ojvld",1830,NA,NA,NA,NA
"novwm",1831,1952.82176276818,2991.70325496262,1516.95814510781,5736.0946705263
"qhjbk",1832,779.257020062845,2726.62682364484,1281.91130475879,7271.07723979103
"vfgxj",1833,969.876873756795,3776.65877781939,1568.22967534754,21371.1935897177
"znyrq",1834,NA,NA,NA,NA
"inudt",1835,2498.76756574214,4444.59864902041,1883.0088968301,16630.5261900083
"wnzoz",1836,NA,NA,NA,NA
"onwun",1837,968.591385443195,4310.25123570898,1557.31916086714,20856.7346048693
"llyaw",1838,NA,NA,NA,NA
"arvsc",1839,NA,NA,NA,NA
"nrvqn",1840,571.071682646185,5077.35967645897,5309.73627778686,191168.806331576
"tnuar",1841,NA,NA,NA,NA
"mgjmz",1842,NA,NA,NA,NA
"xisgf",1843,1556.17693203518,10089.3494158773,2408.26558047818,18064.5368345906
"mjzxp",1844,NA,NA,NA,NA
"rafvg",1845,NA,NA,NA,NA
"jpsns",1846,NA,NA,NA,NA
"ampox",1847,NA,NA,NA,NA
"mnwnr",1848,NA,NA,NA,NA
"qurwv",1849,NA,NA,NA,NA
"bjsqw",1850,NA,NA,NA,NA
"iwkre",1851,NA,NA,NA,NA
"dmjzm",1852,NA,NA,NA,NA
"mzlvf",1853,NA,NA,NA,NA
"pgyvi",1854,570.92931441979,2782.89804974798,1519.78279593478,6773.84172902193
"khjkt",1855,NA,NA,NA,NA
"cfxhl",1856,NA,NA,NA,NA
"bqywi",1857,1310.54160296992,3832.97591785634,2438.55337935956,13338.2135347363
"rmfrm",1858,3151.83519983464,1524.89896777486,957.300457191673,3877.99509637407
"nmsdz",1859,523.60481632415,3616.99180124068,7851.97355675724,81061.8149123447
"qymnr",1860,419.932326100799,964.669105160577,331.699639065109,2566.40062120798
"ojcwy",1861,336.945240491036,482.038280729561,390.957761836178,2133.92901014176
"hfkuu",1862,NA,NA,NA,NA
"tqwkx",1863,463.357021911305,1117.09306680597,605.007988865835,2922.14721543706
"uvyth",1864,NA,NA,NA,NA
"skyca",1865,428.846869519615,718.680631533224,620.061854886576,3601.34706103809
"dnimu",1866,NA,NA,NA,NA
"cilef",1867,NA,NA,NA,NA
"bmsgs",1868,NA,NA,NA,NA
"qjhbi",1869,NA,NA,NA,NA
"xmvmn",1870,NA,NA,NA,NA
"boaan",1871,NA,NA,NA,NA
"vnkhw",1872,NA,NA,NA,NA
"sdhgt",1873,NA,NA,NA,NA
"qpfkv",1874,NA,NA,NA,NA
"xlanp",1875,NA,NA,NA,NA
"njimg",1876,462.87863072048,899.546428996175,1064.80900337599,1763.07622135904
"kxchp",1877,NA,NA,NA,NA
"cxdal",1878,162.687190331212,80.9547370086185,57.6201384954737,197.523067283175
"fgqax",1879,NA,NA,NA,NA
"rahhl",1880,NA,NA,NA,NA
"vtnjg",1881,495.02913506476,952.938917523742,1186.92508969726,1402.32308727195
"dannt",1882,NA,NA,NA,NA
"edyma",1883,NA,NA,NA,NA
"jkuqa",1884,NA,NA,NA,NA
"gjnoa",1885,NA,NA,NA,NA
"xjmey",1886,NA,NA,NA,NA
"ogqmb",1887,NA,NA,NA,NA
"cgtxc",1888,353.844571295442,446.873194986073,473.837624423822,879.678909564968
"uyvjq",1889,406.74491861381,386.227490697781,375.457927279315,1054.89010587703
"zsuvd",1890,NA,NA,NA,NA
"eguqy",1891,NA,NA,NA,NA
"yzyxu",1892,398.599831219233,500.176279064408,536.611578991819,1106.80447545703
"fzrti",1893,305.641715646637,715.209397019634,829.129399002349,3747.96442503929
"btnkj",1894,NA,NA,NA,NA
"ppbpy",1895,NA,NA,NA,NA
"zyihr",1896,NA,NA,NA,NA
"ihhsz",1897,413.818655267913,559.223195810151,617.350629835821,1185.50009194955
"glhsf",1898,309.155564603464,309.409078688269,299.502147923313,689.640702906133
"rbijv",1899,279.614133681912,140.730726771768,104.417737557097,434.301167163417
"xbquc",1900,NA,NA,NA,NA
"ybkks",1901,465.90798786534,566.018549370665,609.279066426289,1434.47555705356
"raruo",1902,350.441438910416,409.130717885715,422.628176076024,872.611641512305
"ovrzb",1903,NA,NA,NA,NA
"xdspe",1904,353.844571295261,281.652251297924,253.51827160308,787.864793949947
"virnc",1905,NA,NA,NA,NA
"bzqkz",1906,NA,NA,NA,NA
"ovtfx",1907,NA,NA,NA,NA
"ggguh",1908,466.608876365025,805.322914604729,1033.54132847453,71247.7931527945
"rfhfw",1909,NA,NA,NA,NA
"iqvht",1910,NA,NA,NA,NA
"qzyar",1911,NA,NA,NA,NA
"cgtpy",1912,538.966867017811,811.64877091536,833.342543965432,9927.29490743689
"cqavh",1913,NA,NA,NA,NA
"zyilk",1914,NA,NA,NA,NA
"ojxsl",1915,NA,NA,NA,NA
"ranjp",1916,NA,NA,NA,NA
"rnfvh",1917,NA,NA,NA,NA
"yzmob",1918,NA,NA,NA,NA
"orahh",1919,NA,NA,NA,NA
"jfxmr",1920,NA,NA,NA,NA
"rtbvn",1921,NA,NA,NA,NA
"xkgjp",1922,NA,NA,NA,NA
"tcbgs",1923,685.913710929505,1181.59686854213,1491.56937451902,2980.69865559354
"ktmps",1924,674.440789120834,1116.40517448751,1110.43127639537,4724.3926135343
"nktxt",1925,NA,NA,NA,NA
"ntsqv",1926,NA,NA,NA,NA
"dollu",1927,NA,NA,NA,NA
"espvz",1928,NA,NA,NA,NA
"wouka",1929,1063.98889242123,981.159358182302,762.808398771974,3332.33344238248
"lhury",1930,NA,NA,NA,NA
"cvucv",1931,NA,NA,NA,NA
"zcxdc",1932,NA,NA,NA,NA
"cvxaa",1933,NA,NA,NA,NA
"rcxqd",1934,223.829812093671,213.238927247621,195.392638919557,366.331427891489
"ijqqm",1935,NA,NA,NA,NA
"bvajq",1936,573.126820740822,926.876631947554,1124.99622118435,2164.04323952409
"qiekd",1937,NA,NA,NA,NA
"pdbjt",1938,306.997789442711,431.779611977523,406.284951080614,1580.9515320074
"hvtol",1939,NA,NA,NA,NA
"jqyim",1940,NA,NA,NA,NA
"sksqw",1941,NA,NA,NA,NA
"fneuh",1942,NA,NA,NA,NA
"fuiju",1943,NA,NA,NA,NA
"cozws",1944,NA,NA,NA,NA
"yhoic",1945,NA,NA,NA,NA
"kzylv",1946,447.769979622961,558.094152183586,604.177557798886,1353.59838181036
"tvagy",1947,NA,NA,NA,NA
"loxzg",1948,NA,NA,NA,NA
"xjnmx",1949,NA,NA,NA,NA
"muqit",1950,NA,NA,NA,NA
"qpucr",1951,406.744918613602,548.532833787232,603.941150293846,1147.07192047442
"ffdeo",1952,NA,NA,NA,NA
"osixg",1953,NA,NA,NA,NA
"bucgq",1954,NA,NA,NA,NA
"ddbgl",1955,NA,NA,NA,NA
"fswkn",1956,398.59983121903,405.777495294496,404.190967293306,1052.88146421659
"olase",1957,NA,NA,NA,NA
"lfcsk",1958,685.913710929154,1173.71749970518,1478.1088787532,2975.94005135871
"dvaki",1959,NA,NA,NA,NA
"avtuu",1960,NA,NA,NA,NA
"sjyjg",1961,NA,NA,NA,NA
"dhtbe",1962,NA,NA,NA,NA
"updgf",1963,256.2531137338,475.392184027282,474.535541573258,1987.46027306515
"pksqi",1964,245.221632216052,101.364240328338,69.0377723886636,320.129126982682
"slgot",1965,NA,NA,NA,NA
"nzscz",1966,NA,NA,NA,NA
"bbtyc",1967,NA,NA,NA,NA
"uorxd",1968,495.029135064507,299.960968785167,247.889447810979,1064.07056202778
"djmhi",1969,NA,NA,NA,NA
"dsstx",1970,NA,NA,NA,NA
"cskbq",1971,1752.03796053628,17650.2455072164,5042.61790719801,110324.432559153
"yhhwe",1972,1328.15413106157,15808.7189542467,4779.8169819223,184960.321426076
"zisob",1973,NA,NA,NA,NA
"bvjii",1974,864.818971544313,3386.667899979,986.256597382167,11067.0165448917
"adogq",1975,1362.51310215261,10207.7393105599,3766.51843261709,46312.1212872864
"bsiic",1976,NA,NA,NA,NA
"jbzhs",1977,1333.86371433593,6936.29692096284,2029.78214860375,23696.1862294337
"mrymy",1978,NA,NA,NA,NA
"hbiqv",1979,1192.10273911247,7026.77649523642,1755.21185907228,47896.2568261294
"rbpun",1980,1009.46826797564,8729.33042349022,2286.02872785881,61034.8492809811
"naiyz",1981,1321.083791244,3633.23342923384,1444.36375732355,15498.521075945
"hetvp",1982,812.889814317296,4305.294790049,986.561559540778,7389.44518780908
"jkyer",1983,1230.65979229137,6612.00241341653,2023.09475965672,31707.2097859161
"zodxh",1984,NA,NA,NA,NA
"xnttr",1985,NA,NA,NA,NA
"ywrjx",1986,1445.89988335665,6939.01656201509,2619.74265048267,14938.4681565197
"rfrkc",1987,NA,NA,NA,NA
"govxa",1988,869.373509143824,2301.37690436129,869.20607948342,6755.27275814693
"ynmhf",1989,1055.50354765073,4603.46849745846,1749.40709258174,10212.094361573
"osyfb",1990,1244.81866548861,5630.3264586874,2839.32804718481,32606.1205544205
"mzfyn",1991,795.343247009532,1839.79944555363,761.361178869684,6318.89653723117
"welay",1992,803.973752670989,5926.19506694744,1289.76594158866,105171.399818673
"ozdfz",1993,978.189423067334,4107.53626651662,841.436574927708,4344.91281374637
"irais",1994,1367.62889398516,6266.57138938475,1155.11369185844,7100.42859465965
"zssbq",1995,1383.95406040145,3518.38174973262,1228.96009083436,10789.0093969081
"rkkhj",1996,NA,NA,NA,NA
"zcnpy",1997,NA,NA,NA,NA
"hyemq",1998,NA,NA,NA,NA
"iubyu",1999,NA,NA,NA,NA
"pgkfh",2000,1016.01485156431,3418.86709101466,881.587662795923,41698.4957059545
"dzzym",2001,NA,NA,NA,NA
"dhrxv",2002,NA,NA,NA,NA
"ienal",2003,NA,NA,NA,NA
"qatbm",2004,431.791872852261,1532.22738598256,399.127865759577,2726.37164054281
"jfzav",2005,NA,NA,NA,NA
"hlyov",2006,942.549392310662,3822.69111978898,1206.92325174958,8622.54632008988
"yiyze",2007,824.801861347982,3412.79603502341,1479.38786962706,6538.47573210122
"sjsyl",2008,NA,NA,NA,NA
"kfycz",2009,674.718373063123,2375.851926363,783.449336353276,8425.94624967745
"ahozw",2010,NA,NA,NA,NA
"eqnor",2011,959.159395753385,2473.86561156065,3169.20718365414,11257.8600677146
"dhyob",2012,413.149593929948,867.249418669981,345.415931715819,2953.2045623808
"fvwsg",2013,NA,NA,NA,NA
"oglwh",2014,576.31093708805,2416.6731016425,1773.22061090582,6128.93140387953
"azjhu",2015,555.917474923663,1182.60908186029,1258.63421660239,6517.34136204183
"xqknc",2016,NA,NA,NA,NA
"tucsy",2017,NA,NA,NA,NA
"hpdba",2018,NA,NA,NA,NA
"myorq",2019,NA,NA,NA,NA
"vdjsw",2020,373.127427023712,446.567374751333,348.186712994641,2162.01336681116
"vlvsq",2021,NA,NA,NA,NA
"czuih",2022,1489.92448604107,1792.66891184676,978.826082609976,4291.27934345492
"uawlm",2023,NA,NA,NA,NA
"ykaic",2024,580.124906475681,2308.71386261421,1445.52176686579,4591.57666119918
"cdgzn",2025,NA,NA,NA,NA
"nkspk",2026,NA,NA,NA,NA
"bekgj",2027,394.798773670457,501.85993452407,308.822956408562,1919.96583189382
"kldvm",2028,353.999738409334,703.578554925684,349.079969465741,2297.13713222777
"enuqx",2029,539.43524585399,2011.89690226627,678.14876458564,6375.5396550166
"wsvwh",2030,309.471485906706,613.482035528073,446.560733574776,1903.88592294743
"iitps",2031,NA,NA,NA,NA
"vaetw",2032,NA,NA,NA,NA
"cdugt",2033,NA,NA,NA,NA
"rhspq",2034,NA,NA,NA,NA
"imoza",2035,524.776778779901,1199.33158805312,1377.70835624416,78814.0602328505
"dzayd",2036,NA,NA,NA,NA
"lrmhz",2037,413.798523284583,1346.27155226773,779.48523995689,3395.2801750281
"gstbm",2038,NA,NA,NA,NA
"gwrvz",2039,NA,NA,NA,NA
"czyon",2040,549.585624172683,1223.57860735359,348.855218423422,3822.86560681871
"ssmab",2041,NA,NA,NA,NA
"dxobg",2042,345.020655553957,310.021759747119,235.81828352388,947.184605832796
"udsrk",2043,NA,NA,NA,NA
"vhitg",2044,NA,NA,NA,NA
"wcckr",2045,637.045485706266,1913.38211353457,942.983079178754,4971.29730582859
"wvpiu",2046,638.410462242563,400.448749334383,99.1253832106793,537.036872939169
"ogbbj",2047,NA,NA,NA,NA
"amxyu",2048,824.449440638344,429.667381313966,148.926814294963,523.610291066083
"nhgis",2049,NA,NA,NA,NA
"jhotg",2050,NA,NA,NA,NA
"otvxw",2051,NA,NA,NA,NA
"zpwxt",2052,NA,NA,NA,NA
"zdmfv",2053,1185.30267307633,3025.66508050556,1255.9021286329,4373.59169910648
"xptgk",2054,NA,NA,NA,NA
"yoppn",2055,1179.20617865922,2379.00457776833,1009.52879446426,5889.82750712703
"jnnct",2056,688.271229450496,2796.69129012116,1103.99685436372,7295.5309793406
"dflko",2057,NA,NA,NA,NA
"lpncb",2058,NA,NA,NA,NA
"mriqu",2059,1082.00363086022,3237.36302026864,1749.82615678116,8165.77249550026
"nfqls",2060,614.034451431841,2479.33929462242,823.716982545316,8972.47509030517
"wlguk",2061,NA,NA,NA,NA
"jamax",2062,NA,NA,NA,NA
"rvcuu",2063,306.682435175933,487.09290883712,406.647060189795,1945.01852080581
"twtfo",2064,496.100446534815,1644.26633731845,485.333101194466,3407.06376820258
"alwuz",2065,721.13629802128,966.300802454891,321.889169275364,933.096604778296
"fxupp",2066,504.976901069473,1286.78336047365,453.57414561945,2131.13767349386
"gfibv",2067,NA,NA,NA,NA
"wgada",2068,874.068511906571,5693.11712179569,1789.99336686979,69288.0523200523
"bxlpe",2069,NA,NA,NA,NA
"majsk",2070,429.712283817839,1050.3854567388,715.765454868392,4627.82596169685
"mgzei",2071,NA,NA,NA,NA
"szctw",2072,NA,NA,NA,NA
"yuxnq",2073,561.820845796897,1726.66814937275,585.295655060487,55767.1101299982
"ndgvy",2074,NA,NA,NA,NA
"goqtk",2075,540.119014866113,1352.17383475128,791.558372137196,4731.04069211817
"wqxsb",2076,NA,NA,NA,NA
"fledi",2077,NA,NA,NA,NA
"owhiq",2078,538.756745534309,1340.64546126206,1575.13944452411,7132.24972029503
"zqdtw",2079,NA,NA,NA,NA
"nbowe",2080,NA,NA,NA,NA
"nolhe",2081,NA,NA,NA,NA
"mppba",2082,NA,NA,NA,NA
"ihfoj",2083,386.348619950986,122.996017012326,77.4318764040312,486.416538692059
"tjtet",2084,NA,NA,NA,NA
"xilbw",2085,533.869058915048,752.625679770116,864.885305868029,1869.59240082511
"igzxg",2086,NA,NA,NA,NA
"mfkpn",2087,NA,NA,NA,NA
"uffpb",2088,323.601745154606,430.356407134543,456.225241859746,689.778090628711
"lajut",2089,391.729385401797,984.615992530032,1157.25660600653,2953.97941223246
"elpbg",2090,336.775150398097,402.414091395703,416.868238861083,806.184882309011
"vuyzo",2091,NA,NA,NA,NA
"xqhju",2092,NA,NA,NA,NA
"wwsrd",2093,400.769138468264,686.882181739391,794.822460539947,838.051055527877
"modyc",2094,512.144781448132,790.800280752105,774.763447384494,3921.86815730128
"wiqwp",2095,NA,NA,NA,NA
"smlaq",2096,297.318690880836,351.532653390155,356.821151705354,618.895531226995
"psoyz",2097,NA,NA,NA,NA
"jwnwm",2098,NA,NA,NA,NA
"nsqaw",2099,NA,NA,NA,NA
"emikf",2100,NA,NA,NA,NA
"fonja",2101,NA,NA,NA,NA
"biato",2102,NA,NA,NA,NA
"whnof",2103,NA,NA,NA,NA
"teqlk",2104,328.293720110416,435.588312530921,419.224968178021,2073.95109708676
"ssdwm",2105,NA,NA,NA,NA
"qqukj",2106,NA,NA,NA,NA
"bsdsp",2107,NA,NA,NA,NA
"dpytc",2108,NA,NA,NA,NA
"xxwdz",2109,NA,NA,NA,NA
"vhbvj",2110,NA,NA,NA,NA
"hbgbr",2111,NA,NA,NA,NA
"qplmp",2112,NA,NA,NA,NA
"cpdmb",2113,NA,NA,NA,NA
"vjhrm",2114,NA,NA,NA,NA
"zaldn",2115,NA,NA,NA,NA
"zpcvt",2116,582.332351203933,775.449963216587,879.223939713335,2108.62114750807
"bmsot",2117,NA,NA,NA,NA
"wwcmi",2118,NA,NA,NA,NA
"zfdpv",2119,NA,NA,NA,NA
"dgcma",2120,NA,NA,NA,NA
"vpxiz",2121,386.348619950789,655.132172199937,746.754352286034,725.239867708822
"llxgp",2122,NA,NA,NA,NA
"hwusp",2123,NA,NA,NA,NA
"bikkj",2124,NA,NA,NA,NA
"lbgbr",2125,348.59496439091,449.078746530797,478.026768729203,846.279178024182
"psofb",2126,NA,NA,NA,NA
"kvkba",2127,NA,NA,NA,NA
"wurzy",2128,NA,NA,NA,NA
"qvops",2129,NA,NA,NA,NA
"ympwv",2130,NA,NA,NA,NA
"ahqir",2131,371.25870537444,608.544465269012,590.824223205532,2741.39149704109
"wgfpo",2132,NA,NA,NA,NA
"xjnsv",2133,NA,NA,NA,NA
"yhpsk",2134,NA,NA,NA,NA
"hvlce",2135,NA,NA,NA,NA
"decvs",2136,329.483799065727,438.582377487958,466.651448889325,723.406441030789
"oevnd",2137,279.542751679985,253.668610478223,235.039919998882,570.502976788998
"qicfu",2138,NA,NA,NA,NA
"zozsj",2139,NA,NA,NA,NA
"ypopy",2140,NA,NA,NA,NA
"rhdut",2141,1735.59716131232,2062.47314400802,1695.77243537496,3334.01822886916
"xskbv",2142,NA,NA,NA,NA
"azlul",2143,NA,NA,NA,NA
"qzcun",2144,445.026034850332,594.22014614473,658.512083584366,1355.19742281361
"yaoks",2145,NA,NA,NA,NA
"fdpbc",2146,405.400249172402,217.137242043558,168.864892414081,749.142186506727
"zcgrp",2147,NA,NA,NA,NA
"asqju",2148,NA,NA,NA,NA
"ssgie",2149,NA,NA,NA,NA
"iffeq",2150,NA,NA,NA,NA
"gabds",2151,239.762902650669,181.356302981578,155.355353973054,423.127909496154
"qutcs",2152,NA,NA,NA,NA
"oscks",2153,NA,NA,NA,NA
"eknxz",2154,NA,NA,NA,NA
"fhfvj",2155,NA,NA,NA,NA
"cpvpl",2156,NA,NA,NA,NA
"fvftk",2157,NA,NA,NA,NA
"yvdao",2158,NA,NA,NA,NA
"ifexj",2159,NA,NA,NA,NA
"sodkj",2160,NA,NA,NA,NA
"ecccp",2161,NA,NA,NA,NA
"xoalc",2162,728.898970568091,1542.37210625417,1698.30513736268,3928.82015955933
"qroxu",2163,NA,NA,NA,NA
"atpwb",2164,582.332351203636,985.901725189235,1217.27672037862,2233.06097092683
"sqvhd",2165,NA,NA,NA,NA
"cviit",2166,NA,NA,NA,NA
"lxcpk",2167,522.881443739033,1064.8212590598,1354.73462668953,1499.42244959233
"znwoo",2168,NA,NA,NA,NA
"cddli",2169,NA,NA,NA,NA
"gtmru",2170,NA,NA,NA,NA
"lrbuc",2171,NA,NA,NA,NA
